nomclient,venteestimesupport2021,venteestimesupport2022,venteestimesupport2023,ventehorssupport2021,ventehorssupport2022,ventehorssupport2023,ventehorssupport202,dealconclusupport,VenteConclusupport2021,VenteConclusupport2022,VenteConclusupport2023,Upsale,Crossale,Nombre_Employe,OpenDeals,Secteur_Activite,DealConclu2021,DealConclu2022,DealConclu2023,Moved,Technologie,Support2023,annéedernierContact,moisdernierContact,annéeCreation,moisCreation,Support02021,nbredealsupport02021,Support02022,nbredealsupport02022,Support02023,nbredealsupport02023,Support12021,nbredealsupport12021,Support12022,nbredealsupport12022,Support12023,nbredealsupport12023,Support22021,nbredealsupport22021,Support22022,nbredealsupport22022,Support22023,nbredealsupport22023,Support32021,nbredealsupport32021,Support32022,nbredealsupport32022,Support32023,nbredealsupport32023,predicted,predictedsupport1,predictedsupport2,predictedUpsale
KACEM HOLDING,0.0,160009.98,94050.6,0.0,80004.99,93150.6,0.0,0.0,0.0,0.0,0.0,1,1,50,10,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,4.0,2022,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAPROPHA,3050.0,27001.7,10587.5,0.0,30336.7,21175.0,0.0,0.1111111111111111,0.0,0.0,0.0,0,1,200,9,12,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,3.0,2021,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDAMAK,0.0,9010.0,40560.0,0.0,23060.0,60244.0,0.0,0.0909090909090909,0.0,9010.0,0.0,1,1,100,11,6,0.0,1.0,0.0,0.0,228670012.0,0,2023.0,6.0,2021,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KPMG Entreprises SARL,15780.0,2560.0,99000.0,0.0,0.0,122200.0,0.0,0.4545454545454545,14880.0,2560.0,0.0,1,1,200,11,74,4.0,1.0,0.0,0.0,228670004.0,0,2023.0,6.0,2021,11,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LC Partners,0.0,0.0,0.0,1580.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,3,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE MATERIEL S.A,0.0,8325.9,0.0,23347.8,47294.7,5625.0,0.0,1.0,0.0,8325.9,0.0,0,1,200,1,20,0.0,1.0,0.0,0.0,228670012.0,0,2023.0,2.0,2021,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE MOTEUR,0.0,0.0,0.0,19371.1,554.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,9,20,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLOYD ASSURANCES,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,1,65,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,9.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Rose Blanche,0.0,17274.0,2500.0,0.0,37350.0,0.0,0.0,0.3333333333333333,0.0,10074.0,0.0,0,1,1000,12,59,0.0,4.0,0.0,0.0,228670006.0,0,2023.0,4.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
La Société de Promotion du Lac de Tunis (SPLT),55600.0,0.0,0.0,30098.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,50,3,74,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,12.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La bourse des valeurs mobilières de Tunis,61043.33,0.0,0.0,82915.3,69359.48000000001,17867.27,0.0,0.0,0.0,0.0,0.0,0,1,50,7,65,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,5.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lectric,0.0,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,8,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycée Gustave Flaubert,0.0,0.0,0.0,7890.0,9723.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,2,16,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.I.CONFECTION,0.0,0.0,0.0,6920.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,3,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAE,0.0,0.0,0.0,0.0,161055.0,50000.0,0.0,0.0,0.0,0.0,0.0,0,0,190,5,65,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,9.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGASIN GENERAL (SMG),50400.0,50400.0,50400.0,951614.64,677185.4400000001,335931.87,0.0,0.0666666666666666,50400.0,50400.0,50400.0,0,1,946,30,20,0.0,1.0,1.0,0.0,228670012.0,1,2023.0,12.0,2021,9,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAGRO,0.0,0.0,0.0,32377.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100,3,20,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,11.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANARTHON,0.0,0.0,23980.0,0.0,0.0,23980.0,0.0,0.0,0.0,0.0,0.0,0,1,50,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2023,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARETAP S.A,0.0,1990.0,0.0,1790.0,36483.0,0.0,0.0,0.1428571428571428,0.0,1990.0,0.0,0,1,100,7,17,0.0,1.0,0.0,0.0,228670006.0,0,2022.0,10.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MATEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,12.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAZARS BPO,25213.17,29628.89,9262.42,15896.0,0.0,0.0,0.0,0.5714285714285714,25213.17,29628.89,0.0,1,1,141,14,74,2.0,6.0,0.0,1.0,228670012.0,0,2023.0,3.0,2021,7,0,0,1,2,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MBM Protection,0.0,0.0,0.0,0.0,60718.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,4,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,7.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCS TRAINING FIRST,0.0,0.0,0.0,304.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,9.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDDIS DISTRIBUTION,15598.4,28775.5,53301.23,204228.37,467697.8100000001,275000.0,0.0,0.2093023255813953,15598.4,28775.5,15975.3,1,1,250,43,20,2.0,5.0,2.0,1.0,228670012.0,1,2024.0,1.0,2021,7,1,1,0,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
MEDLAR LAWYERS AND LEGAL ADVISORS,0.0,2650.0,0.0,0.0,2650.0,137.0,0.0,21.33333333333333,0.0,2650.0,0.0,0,1,50,3,74,0.0,64.0,0.0,0.0,228670004.0,0,2023.0,2.0,2022,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEJADA Smart Solution,0.0,129800.0,0.0,0.0,1815976.69,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50,5,55,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MENTOR GRAPHICS,0.0,0.0,0.0,0.0,32455.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4408,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,1.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICROCRED Tunisie,0.0,0.0,289480.48,0.0,0.0,289480.48,0.0,0.0,0.0,0.0,0.0,0,1,161,4,65,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICRODATA,0.0,0.0,32640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,5.0,2022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICROSOFT TUNISIE,0.0,753312.18,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,346854.88,0.0,1,0,2000,47,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,3,0,0,1,47,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1
MONOGROS,39318.96,49801.89,145416.72,195085.88,1027230.13,353344.15,0.0,0.2222222222222222,0.0,0.0,123738.18,1,1,1000,63,20,3.0,7.0,4.0,1.0,228670021.0,1,2023.0,12.0,2021,7,0,0,1,1,1,3,1,1,1,3,1,1,1,2,1,2,1,1,0,0,1,1,0,0,1,1,1,1
MR HALIM BEN YEDDER,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTC,0.0,133298.53,5209765.36,0.0,704457.15,13024413.4,0.0,0.1818181818181818,0.0,0.0,0.0,1,1,50,11,12,0.0,2.0,0.0,0.0,228670004.0,0,2023.0,4.0,2022,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maram,0.0,40173.75,45509.96,12089.72,43411.17,47249.58,0.0,0.1764705882352941,0.0,20073.11,11791.06,1,1,50,17,74,0.0,2.0,1.0,0.0,228670012.0,1,2023.0,8.0,2021,9,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Medis International,0.0,0.0,0.0,0.0,24184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,250,2,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meziou Knani & Khlif,6778.07,26968.4,38799.4,21025.7,44453.1,19966.2,0.0,0.34375,6778.07,22474.4,3600.0,1,1,50,32,74,2.0,7.0,2.0,1.0,228670012.0,1,2023.0,5.0,2021,7,0,0,1,3,1,1,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Middle East Broadcasting Networks,0.0,0.0,0.0,0.0,3416.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,518,1,4,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ministère de la Formation Professionnelle et de l'Emploi,25000.0,0.0,2241079.83,50000.0,280000.0,3735133.05,0.0,0.0,0.0,0.0,0.0,1,1,5000,11,11,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2021,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ministère de la Jeunesse et des Sports,0.0,0.0,0.0,0.0,48218.88,43732.72,0.0,0.0,0.0,0.0,0.0,0,0,2000,3,11,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,11.0,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ministère de la défense,156400.0,0.0,0.0,490161.07,0.0,54800.0,0.0,0.0,0.0,0.0,0.0,0,1,10000,6,11,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ministère des Domaines de l'état et des affaires Foncières,341278.64,29597.99,0.0,511917.96,29597.99,0.0,0.0,0.1428571428571428,0.0,29597.99,0.0,1,1,2000,7,11,0.0,1.0,0.0,0.0,228670004.0,0,2022.0,6.0,2021,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ministére de l'intérieur,0.0,0.0,5706000.0,0.0,1855419.68,17118000.0,0.0,0.0,0.0,0.0,0.0,0,1,2173,12,11,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,1.0,2021,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mondial Confort,0.0,0.0,4000.0,0.0,10513.68,0.0,0.0,0.3333333333333333,0.0,0.0,4000.0,0,1,50,3,74,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,2.0,2022,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mövenpick Hotel Gammarth,0.0,0.0,0.0,53775.0,12766.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100,2,8,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,7.0,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NABDA,0.0,0.0,0.0,1108.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAIB BANK,15200.0,300.0,0.0,234650.0,358184.0,800.0,0.0,0.0909090909090909,15200.0,300.0,0.0,1,1,200,11,65,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,3.0,2021,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NCHTECH Consulting,0.0,0.0,0.0,14181.58,84619.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,16,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGTECHNOLOGIE,3757.0,0.0,0.0,3757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20,2,55,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,11.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSIA,0.0,0.0,0.0,0.0,2817721.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,112,6,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexts,0.0,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,5.0,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noura ARBI,0.0,995.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,995.0,0.0,0,0,50,1,74,0.0,1.0,0.0,0.0,228670006.0,0,2022.0,11.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
NouvelAir,0.0,3000.0,2200.0,0.0,27886.33,31808.0,0.0,0.1428571428571428,0.0,3000.0,0.0,1,1,159,7,74,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,11.0,2022,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OACA,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLA ENERGY,0.0,18000.0,0.0,0.0,71450.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,56,3,17,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMV,0.0,4800.0,0.0,0.0,362864.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,50,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,7.0,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONM,1950.0,5890.0,38640.0,0.0,236308.68,38640.0,0.0,0.3636363636363636,1950.0,5850.0,0.0,1,1,100,11,59,1.0,3.0,0.0,1.0,228670012.0,0,2023.0,9.0,2021,11,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
OOREDOO,30230.0,0.0,6314866.649999999,1990.0,160000.0,10524777.75,0.0,0.0,20230.0,0.0,0.0,1,1,3084,13,8,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,4.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Office de la Marine Marchande et des Ports,0.0,121600.0,0.0,0.0,121600.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5000,4,6,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,9.0,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange,53201.0,46881.2,65520.15,26471.0,125626.0,286801.0,0.0,0.1612903225806451,25271.0,21481.2,2236.15,0,1,1123,31,8,0.0,4.0,1.0,1.0,228670004.0,1,2023.0,7.0,2021,7,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0
P2 ENERGY,0.0,2938.0,0.0,0.0,5276.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61,3,17,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARENIN,0.0,43800.0,0.0,0.0,205257.0,256397.64,0.0,0.0625,0.0,1800.0,0.0,0,0,176,16,59,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,2.0,2022,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEP,0.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGI,0.0,0.0,0.0,39453.42,16871.46,31020.0,0.0,0.0,0.0,0.0,0.0,0,0,600,12,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,5.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHPNET France,0.0,0.0,7764.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI Services,45781.1,494425.01,83037.08,0.0,0.0,0.0,0.0,1.0,45781.1,257955.34,83037.08,1,0,200,63,74,4.0,51.0,8.0,1.0,228670005.0,1,2023.0,3.0,2021,11,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,1,2,1,48,1,8,0,0,0,1
Pepiniere Mabrouka,0.0,1200.0,181040.0,0.0,0.0,181040.0,0.0,0.0,0.0,0.0,0.0,0,0,50,5,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmacie Central Tunisie,0.0,201730.5,0.0,0.0,201730.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,133,2,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plasteel,0.0,7420.0,37520.32,6174.0,18010.0,80502.7,0.0,0.0,0.0,2200.0,0.0,0,1,200,2,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,9.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Port Yasmine Hamammet,0.0,1200.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,2,15,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,7.0,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prologic,0.0,0.0,0.0,0.0,2685.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59,1,15,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,4.0,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proway,0.0,6800.0,45820.0,0.0,0.0,45820.0,0.0,0.0,0.0,0.0,0.0,0,0,50,5,15,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,6.0,2022,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAISE GUARD,0.0,0.0,0.0,0.0,36238.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,2,55,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANDA,0.0,0.0,0.0,0.0,0.0,26400.0,0.0,0.0,0.0,0.0,0.0,0,0,500,1,20,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REDMED,0.0,10000.0,0.0,0.0,967781.81,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,16,4,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2022,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radio IFM,0.0,0.0,0.0,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,8,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,7.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radio Tunisienne,0.0,0.0,0.0,3000.0,2144.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,395,2,8,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,5.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGA,0.0,0.0,0.0,1040.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,2,4,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANCFIS,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,8,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,1.0,2022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAROST,0.0,10500.0,9790.0,106454.0,41220.0,46154.0,0.0,0.0,0.0,0.0,0.0,0,0,243,7,6,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,9.0,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATEM,0.0,0.0,15000.0,0.0,31366.1,60929.3,0.0,0.0,0.0,0.0,0.0,0,1,200,5,20,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,5.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBM,1800.0,0.0,0.0,0.0,17544.82,800.0,0.0,0.0,1800.0,0.0,0.0,0,0,200,5,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,2.0,2021,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCASICOMP,19427.94,12149.7,0.0,0.0,0.0,0.0,0.0,0.0,19427.94,12149.7,0.0,0,0,50,6,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,6.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0
SCET TUNISIE,0.0,0.0,0.0,3915.0,16125.6,9431.82,0.0,0.0,0.0,0.0,0.0,0,0,300,6,74,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2021,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
